"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","Probable Pitcher","Batting Order"
"34316-38247","SS","Hanser","Hanser Alberto","Alberto","4.2","5","2000","OAK@BAL","BAL","OAK","","","","",""
"34316-79213","SS","Scott","Scott Kingery","Kingery","1.5499999523162842","4","2000","WAS@PHI","PHI","WAS","","","","",""
"34316-79212","C","Andrew","Andrew Knapp","Knapp","1","3","2000","WAS@PHI","PHI","WAS","","","","",""
"34316-101753","2B","Dylan","Dylan Moore","Moore","2.25","8","2000","SEA@KAN","SEA","KAN","","","","",""
"34316-79236","OF","Drew","Drew Jackson","Jackson","1","3","2000","OAK@BAL","BAL","OAK","","","","",""
"34316-38299","OF","Kevin","Kevin Pillar","Pillar","3.1222222646077475","9","2000","SDP@SFG","SFG","SDP","","","","",""
"34316-101796","OF","Braden","Braden Bishop","Bishop","0","1","2000","SEA@KAN","SEA","KAN","","","","",""
"34316-79279","OF","Andrew","Andrew Stevenson","Stevenson","2.566666603088379","6","2000","WAS@PHI","WAS","PHI","","","","",""
"34316-65991","C","Pedro","Pedro Severino","Severino","2","3","2000","OAK@BAL","BAL","OAK","","","","",""
"34316-84471","OF","Nick","Nick Martini","Martini","7.5763638583096595","55","2000","OAK@BAL","OAK","BAL","IL","Knee","","",""
"34316-13841","SS","Didi","Didi Gregorius","Gregorius","11.625373498717352","134","2000","NYY@HOU","NYY","HOU","IL","Elbow","","",""
"34316-101910","1B","Connor","Connor Joe","Joe","1.3142856870378767","7","2000","SDP@SFG","SFG","SDP","","","","",""
"34316-17025","2B","Joe","Joe Panik","Panik","4.766666836208767","9","2000","SDP@SFG","SFG","SDP","","","","",""
"34316-13966","3B","Kyle","Kyle Seager","Seager","8.460645318800402","155","2000","SEA@KAN","SEA","KAN","IL","Hand","","",""
"34316-82581","OF","Michael","Michael Hermosillo","Hermosillo","3.1580645653509323","31","2000","MIL@LAA","LAA","MIL","IL","Groin","","",""
"34316-81570","C","Cam","Cam Gallagher","Gallagher","0","1","2000","SEA@KAN","KAN","SEA","","","","",""
"34316-21166","OF","Michael","Michael Reed","Reed","0","4","2000","SDP@SFG","SFG","SDP","","","","",""
"34316-12988","C","Robinson","Robinson Chirinos","Chirinos","7.485714503696987","7","2000","NYY@HOU","HOU","NYY","","","","",""
"34316-82646","OF","Justin","Justin Williams","Williams","0","1","2000","LOS@STL","STL","LOS","IL","Hand","","",""
"34316-5904","1B","Chris","Chris Davis","Davis","2.7142857142857144","7","2000","OAK@BAL","BAL","OAK","","","","",""
"34316-54049","SS","Aledmys","Aledmys Diaz","Diaz","0","3","2000","NYY@HOU","HOU","NYY","","","","",""
"34316-103217","3B","Jake","Jake Noll","Noll","2.1666666666666665","3","2000","WAS@PHI","WAS","PHI","","","","",""
"34316-68481","OF","Roman","Roman Quinn","Quinn","6.772000122070312","50","2000","WAS@PHI","PHI","WAS","IL","Oblique","","",""
"34316-13201","C","Jesus","Jesus Sucre","Sucre","5.783333460489909","6","2000","OAK@BAL","BAL","OAK","","","","",""
"34316-13209","C","Manny","Manny Pina","Pina","5.233333269755046","3","2000","MIL@LAA","MIL","LAA","","","","",""
"34316-5037","C","Nick","Nick Hundley","Hundley","1.5625","8","2000","OAK@BAL","OAK","BAL","","","","",""
"34316-13238","C","Josh","Josh Phegley","Phegley","3.5142857687813893","7","2000","OAK@BAL","OAK","BAL","","","","",""
"34316-68538","SS","Franklin","Franklin Barreto","Barreto","0","1","2000","OAK@BAL","OAK","BAL","","","","",""
"34316-52161","3B","Rio","Rio Ruiz","Ruiz","5.425000190734863","8","2000","OAK@BAL","BAL","OAK","","","","",""
"34316-13266","C","Salvador","Salvador Perez","Perez","9.390697863674903","129","2000","SEA@KAN","KAN","SEA","IL","Elbow","","",""
"34316-80855","2B","Adrian","Adrian Sanchez","Sanchez","3.539285659790039","28","2000","WAS@PHI","WAS","PHI","","","","",""
"34316-52193","OF","Nick","Nick Williams","Williams","1.0833333333333333","6","2000","WAS@PHI","PHI","WAS","","","","",""
"34316-79851","OF","Drew","Drew Robinson","Robinson","0","3","2000","LOS@STL","STL","LOS","","","","",""
